"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"15882",15882,"pedro",1323095054,316366,"05/12/2011 14:24","no",826,121,25.4,-5.1,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.02,-0.46,-38,71,-172,5,587,-362,18.8,-12.4,-19.4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,-0.79,-0.1,420,-72,-105,731,-12,-156,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.41530975,16.18622745,127.6016832,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.06,-0.25,16,-24,95,494,-553,-73,-143,34.7,-108,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,-2.62,-0.82,-9,-277,-250,-210,-573,13,"D"
"15937",15937,"pedro",1323095047,972299,"05/12/2011 14:24","yes",828,121,25.5,-6.17,19,"-0.800821","0.815523","#DIV/0!","0.821880","0.120301","#DIV/0!",-5.6,20,"-0.8",-6.3,18,"-0.8",0.77,2,"0.0000",0.3,121.2,0.4,0.2,25.5,0.2,0.1,-6,0.2,0.06,-0.43,-0.02,-0.43,-40,73,-169,5,582,-369,104,27.4,47.7,29,10.996,104.1063,1.8914,3.5774,22.4031,4.3485,18.9093,33.9606,16.1861,261.9914,-0.24,-0.11,0.08,235,9,157,357,239,533,"0.01619","-0.57169","-0.37212","-0.96229","-0.92784","0.33976",27.4,47.8,39,12,-1,27,15.4,48.82,12,26,33.9,113.7,"2.0775","0.0963","#DIV/0!","0.1674","-0.6414","#DIV/0!",43.6,135,"2.1",17.2,111.1,"2.1",26.44,23.88,"0.00",7,1.7419,-7.1249,10.5733,111.7953,29.7216,4.7819,22.8662,124.7478,5.5848,31.1904,0.64,-0.08,-0.25,22,17,60,487,-566,-148,-155,46.6,-128,"-1.3805","-2.0100","#DIV/0!","0.1470","0.2369","#DIV/0!",53.1,176,"-1.4",41.6,-180,"-1.4",11.5,356,"0.00",30,10.30645,-0.71875,161.1037,25954.40222,47.34688,3.80051,14.44386,-11.5,149.56259,22368.96774,0.31,2.09,0.95,-162,-89,-232,-410,-385,151,"D"
"15983",15983,"carlitos",1323084329,704389,"05/12/2011 11:25","no",848,1.06,6.08,-93.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,0,-20,7,26,-2,604,-312,52.1,-18,60.9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,0.56,-0.31,-65,117,49,352,117,549,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.12068411,9.845361405,120.4887738,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.03,-0.07,2,7,19,-534,315,-5,148,51.3,138,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,2.36,0.49,-137,202,-160,-689,383,591,"D"
"16011",16011,"carlitos",1323084323,824411,"05/12/2011 11:25","no",849,1.57,7.71,-93.6,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,-0.02,-16,6,21,6,599,-318,112,-60.3,-1.59,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,-0.95,0.26,119,8,-182,767,-231,72,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,103.6353741,22.98108584,47.30311941,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.1,-0.02,9,34,18,-492,375,-14,177,49,159,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,-2.41,-0.52,-201,229,-197,-685,314,514,"D"
"16033",16033,"eurico",1322489729,954690,"28/11/2011 14:15","no",1,-18.2,57.6,-89.7,7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,-0.35,-0.33,-54,-8,39,255,498,239,79.7,23.2,93.6,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,-0.88,1.41,-229,188,-94,-329,353,532,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4659041,14.41312778,99.33471192,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.16,0.08,6,22,35,-469,187,286,-156,-3.77,124,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-0.87,-0.98,-198,225,221,-838,1260,-497,"E"
"16072",16072,"adelmo",1322832938,320303,"02/12/2011 13:35","no",4,133,-36.9,135,16,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.14,-0.15,61,43,-143,184,616,-269,-27.2,-9.97,-61.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,-1.89,-0.1,-147,-13,61,310,339,480,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,120.7613337,1.917596083,-36.26290517,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,1.32,0.57,4,195,-74,-201,534,163,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,4.06,1.15,-307,206,10,-656,58,545,"E"
"16146",16146,"adelmo",1322832941,820338,"02/12/2011 13:35","no",7,138,-38.9,139,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,0.13,-0.13,57,36,-159,191,605,-345,-36.4,17.9,-97.9,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,0.08,0.97,-232,-7,62,-173,334,577,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,117.7037132,24.77649028,-29.9509568,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,-0.72,-0.59,64,241,-77,-122,585,120,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,2.95,1.41,110,482,5,-146,783,758,"E"
"16225",16225,"carlitos",1323084333,544318,"05/12/2011 11:25","no",26,7.02,2.78,-93.1,1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.08,0.18,-7,-6,-7,-8,548,-423,100,-70.9,-26.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65,0.83,-1.12,135,-12,-202,747,-298,-103,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,117.1857423,7.420965517,39.12015406,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,1.57,0.18,7,87,36,-435,426,3,134,7.68,92.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.26,0.13,47,306,-227,-301,727,508,"E"
"16227",16227,"carlitos",1323084333,608363,"05/12/2011 11:25","no",26,6.97,3.73,-93.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.06,0.18,-21,10,-13,-10,540,-433,126,-70.9,-55.9,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88,0.45,-0.39,142,-49,-277,713,-316,-170,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,125.5419129,2.26371583,31.45074036,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,1.94,0.16,3,126,41,-367,497,13,134,7.05,93,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,0,47,285,-225,-292,728,491,"E"
"16295",16295,"carlitos",1323084336,148409,"05/12/2011 11:25","no",29,9.38,5.55,-92.9,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.05,-0.2,-20,19,-22,5,533,-445,59.3,-25.4,50.6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,-1.2,0.41,-37,135,-35,510,123,438,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,113.1553828,31.63704574,29.41291749,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,1.88,0.2,44,128,41,-239,560,56,-144,-0.62,-50.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,1,-0.11,100,-233,-244,354,-650,-214,"E"
"16394",16394,"carlitos",1323084340,792332,"05/12/2011 11:25","no",32,-6.3,6.17,-92.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-0.03,-0.44,-20,-2,19,10,607,-277,67.8,16.9,96,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.06,-0.07,-246,128,-91,-228,355,549,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,89.93097178,56.75760156,31.8517585,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,-1.88,-0.1,103,150,60,-58,602,109,135,10.7,104,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.03,0.9,39,430,-161,-425,747,636,"E"
"16412",16412,"carlitos",1323084341,784606,"05/12/2011 11:25","no",33,9.45,2.65,-90.9,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.03,-0.02,-9,3,-17,10,534,-434,97.2,-61.5,-11.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.29,1.2,-0.62,64,11,-197,739,-270,-110,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.113307131,-110.0612429,46.20035427,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,1.65,0.51,-22,2,11,-559,281,-34,-147,11.5,-57.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,1.89,0.79,104,-186,-260,295,-646,-148,"E"
"16467",16467,"carlitos",1323084343,960346,"05/12/2011 11:25","no",35,7.65,3.6,-91.2,1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,0.13,-4,12,-4,15,546,-414,81.2,-46.2,19.2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.37,1.53,-0.71,-2,56,-92,754,-158,128,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.3086928,-3.92031311,-44.57381122,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,0.5,0.46,-2,-46,-22,-609,163,-51,-157,40.5,-111,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,4.14,1.51,-68,-89,-214,-309,-433,237,"E"
"16476",16476,"carlitos",1323084345,152334,"05/12/2011 11:25","no",36,-5.66,4.38,-92.2,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0.11,-21,-2,39,2,618,-247,75.2,-16,57.4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,-1.51,0.21,-100,159,36,410,214,483,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,95.90232269,27.0415867,53.33407338,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,-0.92,0.15,31,95,59,-408,431,101,-152,28.9,-95.1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-2.65,-0.8,-17,-131,-219,-68,-581,105,"E"
"16485",16485,"carlitos",1323084345,440405,"05/12/2011 11:25","no",36,3.75,5.81,-92,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.03,0.71,-21,-4,0,2,584,-340,71.7,0.15,82.6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77,0.34,-0.08,-113,149,46,17,288,604,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.42041058,-54.71623736,89.53036317,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.83,-0.36,-6,-4,9,-574,263,-10,-157,27.9,-77,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1.22,0.64,-4,-279,-265,102,-699,-168,"E"
"16489",16489,"carlitos",1323084345,516337,"05/12/2011 11:25","no",36,6.33,5.45,-91.9,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,0.05,0.56,-5,11,-21,5,571,-382,72,-4,77.7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,0.63,-0.05,-110,153,51,119,271,579,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.26854629,14.88899476,63.52289397,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.63,-0.46,3,-16,12,-586,213,-9,-159,31.2,-87,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,2.3,0.84,-41,-227,-242,-34,-660,-75,"E"
"16492",16492,"carlitos",1323084345,532299,"05/12/2011 11:25","no",36,7.71,4.81,-91.8,1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.05,0.41,-7,-2,-6,9,560,-390,71.7,-9.43,71.6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,0.98,-0.48,-110,161,61,206,239,567,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.9258572,-46.16605154,8.920534355,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.37,-0.34,-5,-10,1,-595,195,-23,-162,35,-97.6,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,2.94,0.94,-64,-167,-228,-158,-577,24,"E"
"16508",16508,"carlitos",1323084346,148410,"05/12/2011 11:25","no",37,8.73,5.44,-91.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.02,-0.3,-9,20,-14,25,535,-444,147,-33.1,-81.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.68,1.45,-0.72,30,-38,-349,334,-287,-479,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,78.41258974,5.046474418,78.41258974,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53,1.01,0.52,2,28,28,-537,307,29,140,19.7,115,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,2.73,1.16,-36,385,-168,-522,705,661,"E"
"16523",16523,"carlitos",1323084346,880357,"05/12/2011 11:25","no",37,-11,3.43,-92.7,6,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.05,-0.43,-20,-5,60,-8,644,-207,107,-45.8,5.16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,-1.73,0.39,48,62,-141,766,-123,113,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,100.2658252,35.29328746,42.50387076,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.77,0.03,57,139,68,-258,528,120,-177,48.1,-149,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,-4.13,-1.57,-104,85,-191,-548,-140,467,"E"
"16538",16538,"carlitos",1323084347,512311,"05/12/2011 11:25","no",38,-3.85,7.55,-92.6,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.1,0.57,-21,-3,27,8,622,-263,75.8,-4.44,83.4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,0.98,-0.46,-186,175,67,50,292,587,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.6747126,3.396831253,17.06357524,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.66,-0.21,1,-29,5,-577,259,-34,-165,43.8,-114,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,3.23,1,-104,-124,-221,-318,-452,180,"E"
"16652",16652,"carlitos",1323084354,484324,"05/12/2011 11:25","no",43,-2.07,5.62,-93.2,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.02,-0.02,-15,2,34,-7,618,-284,149,-22.1,-68.1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,0.06,0.31,52,-121,-452,343,-360,-450,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.99271129,10.43837639,133.5649728,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.26,-0.3,3,6,28,-550,285,-11,142,7.43,92.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,1.86,0.39,6,422,-198,-285,745,552,"E"
"16716",16716,"carlitos",1323084356,616859,"05/12/2011 11:25","no",45,1,8.24,-93.1,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,-0.07,-20,2,28,14,609,-309,92.3,-9.9,71.8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,-1.54,-0.05,-172,180,-26,207,273,551,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-60.76912542,1.784387116,-96.27655217,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,0.13,1,-32,-46,-585,213,-159,148,42.7,118,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.66,-0.05,-55,276,-207,-538,741,747,"E"
"16749",16749,"pedro",1323095061,664281,"05/12/2011 14:24","no",125,127,26.3,5.78,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,0.06,-0.48,-45,71,-175,-5,591,-352,-13.2,-64.9,-23.9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.37,2.23,0.2,177,41,130,741,32,91,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.50411802,15.36088465,132.1290941,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,-0.19,-0.05,15,-19,95,497,-546,-64,147,59.3,155,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,2.63,0.79,-167,211,-116,-694,190,526,"E"
"16754",16754,"pedro",1323095061,890395,"05/12/2011 14:24","no",125,126,24.5,7.65,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,0,-0.43,-49,67,-163,13,592,-347,-130,-36.5,112,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.87,2.42,0.71,126,-228,-316,310,-279,-498,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.37039258,19.43867344,130.8604876,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.05,-0.3,19,-17,95,503,-542,-52,129,48.3,124,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,1.57,0.34,-147,186,-115,-701,464,648,"E"
"16778",16778,"pedro",1323095062,940322,"05/12/2011 14:24","no",126,140,22,9.83,24,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-0.1,-0.79,-43,72,-218,-7,518,-474,10.2,34.2,-78.9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,-0.03,0.26,15,7,102,-440,306,473,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.74509661,1.889260177,118.2835528,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,-0.08,-0.64,2,-40,98,453,-585,-70,118,1.28,98.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,-2.06,-0.52,50,361,-151,-292,785,674,"E"
"16794",16794,"pedro",1323095063,776375,"05/12/2011 14:24","no",127,127,24.3,13,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,-0.03,-0.39,-34,70,-165,-2,593,-336,-137,-44.9,85,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.94,2.79,1.13,210,-123,-204,547,-223,-389,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.90187997,13.28196998,130.4848115,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.06,-0.26,14,-24,102,493,-551,-65,-154,13.6,-66.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.38,2.57,1.07,192,-390,-347,268,-786,-407,"E"
