"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"15723",15723,"jeremy",1322673125,110739,"30/11/2011 17:12","no",784,0.88,3.89,-87.5,4,-0.03,0.02,0,-9,4,40,49,631,-312,0,0,0,15,-2.17,0.48,-0.07,-27,73,-126,490,93,472,78.3145949,-43.63914563,-60.51179957,32,0.16,-0.34,-0.21,-133,222,-179,-437,387,120,172,39.3,-171,25,0.35,-3.64,-0.28,-123,14,-211,-568,-92,365,"D"
"15724",15724,"jeremy",1322673125,154684,"30/11/2011 17:12","no",784,0.83,3.78,-87.5,4,-0.02,0,-0.05,-11,5,40,48,631,-312,0,0,0,12,-1.64,0.29,0.26,23,75,-85,534,80,451,74.45180678,-45.75818444,-62.8500927,31,0.21,-0.27,0.03,-133,204,-177,-448,390,112,178,40.2,-160,33,-0.05,-3.23,-0.74,-201,-85,-238,-517,-201,322,"D"
"15727",15727,"jeremy",1322673125,226726,"30/11/2011 17:12","no",784,0.7,3.91,-87.5,5,0.11,0.02,-0.02,-5,-1,47,48,631,-314,0,0,0,13,-0.69,0.08,-0.34,14,74,-97,558,63,398,71.07510658,-47.38822829,-64.98645677,30,0.29,-0.11,-0.1,-135,193,-179,-459,367,110,180,43.4,-151,36,-0.67,0.21,-0.41,-127,-257,-206,-461,-287,285,"D"
"15728",15728,"jeremy",1322673125,238638,"30/11/2011 17:12","no",784,0.69,4.05,-87.4,5,0.16,0.03,0,-6,-2,46,53,632,-314,0,0,0,15,-0.48,-0.03,-0.34,49,94,-96,563,66,400,71.61541255,-47.90526801,-63.99123492,29,0.32,-0.1,0.02,-132,188,-171,-466,370,115,180,43.4,-151,36,-0.67,0.21,-0.41,-127,-257,-206,-461,-287,285,"D"
"15734",15734,"jeremy",1322673125,622678,"30/11/2011 17:12","no",784,1,5.12,-87.2,4,-0.03,0.02,0.05,-10,-1,33,60,628,-311,0,0,0,12,0,0.03,-0.02,43,106,-42,542,67,412,64.64258008,-47.86832082,-71.01419617,29,0.45,0.14,-0.46,-130,170,-184,-501,340,83,157,40.2,161,25,-0.37,3.2,0.48,-153,112,-157,-670,177,579,"D"
"15737",15737,"jeremy",1322673125,818839,"30/11/2011 17:12","no",784,1.14,4.82,-87.2,4,0.02,0,0.02,-11,4,42,59,628,-317,0,0,0,12,0.1,0.02,0.02,35,102,-35,547,76,419,57.8558451,-50.18645754,-75.49501901,29,0.29,0.18,-0.15,-139,158,-198,-501,351,88,148,33.5,140,34,-0.43,1.86,0.72,-222,174,-171,-675,406,670,"D"
"15758",15758,"eurico",1322489695,590808,"28/11/2011 14:14","no",798,-24.3,-1.75,-87.1,10,0.08,0.06,0.25,-32,-10,93,-4,659,-208,124,-27.9,-54.8,51,-1.22,0.26,0,116,24,-481,415,-141,-477,45.24738361,57.19646364,80.1274707,10,1.45,-0.83,0.43,52,42,69,-291,319,344,175,16.6,-80,34,-0.35,-2.09,0,-71,-280,171,62,-684,40,"D"
"15765",15765,"eurico",1322489695,990706,"28/11/2011 14:14","yes",798,-6.76,0.38,-84.2,3,0.05,0.35,1.2,-15,-10,28,53,579,-410,97,-31.8,5.64,19,4.42,-1.35,0.23,46,118,-138,738,-40,32,23.5,-39.8,110.2,3,1.83,-0.63,-0.8,-10,6,23,-501,193,246,-178,15.3,-2.43,30,-0.29,-4.48,-0.94,102,225,162,444,-252,-86,"D"
"15771",15771,"eurico",1322489694,366705,"28/11/2011 14:14","no",799,15.2,-4.37,-76.5,5,0.08,0.02,0.07,12,1,-50,114,374,-612,74,-4.46,74.4,24,3.28,-0.87,0.28,-136,196,-18,153,237,595,-17.18329386,-21.53974649,-129.3542609,5,0.47,-0.32,0.07,-10,-8,-45,-588,111,137,-177,12.7,94.7,47,-0.31,-4.5,-0.38,-139,377,215,-657,1210,-583,"D"
"15776",15776,"eurico",1322489694,570623,"28/11/2011 14:14","no",799,13.6,-3.21,-76.4,5,0.24,-0.14,-0.33,2,21,-44,124,390,-606,76.9,10.6,107,35,3.5,-0.51,0.03,-294,176,-57,-347,306,594,-29.06952655,-25.76118142,-117.7232191,3,0.02,-0.05,0.08,-8,-9,-29,-548,147,200,-179,5.94,123,40,0.64,-1.24,-0.33,-86,310,223,-892,1210,-583,"D"
"15777",15777,"eurico",1322489694,586642,"28/11/2011 14:14","no",799,13.1,-2.89,-76.5,5,0.21,-0.16,-0.43,3,19,-43,117,390,-595,77.8,11.9,111,37,3.37,-0.47,0.08,-312,174,-67,-434,319,576,-40.46034562,-24.85862532,-108.8047229,2,-0.06,0,0.13,-5,-8,-18,-542,140,209,-180,4.99,124,39,0.55,-1.17,-0.16,-77,298,220,-887,1210,-582,"D"
"15783",15783,"eurico",1322489694,798675,"28/11/2011 14:14","no",799,3.73,-2.24,-78.6,2,0.05,-0.22,-0.87,8,-4,-22,98,473,-535,80.8,16.6,132,29,0.13,-0.14,0.18,-219,145,-106,-536,277,420,38.66886262,23.79411248,110.9932321,4,-0.67,0.48,0.38,10,16,38,-406,230,318,-179,5.23,119,42,-0.74,1.38,0.85,-105,331,216,-868,1250,-599,"D"
"15788",15788,"eurico",1322489694,878664,"28/11/2011 14:14","no",799,-3.78,-3.11,-80.6,2,-0.13,-0.24,-0.94,3,4,-21,61,533,-468,78.7,14.1,124,32,-1.93,0.42,-0.33,-255,180,-61,-490,291,492,41.90027766,33.93529624,101.7288396,11,-0.77,0.59,0.2,36,44,92,-247,303,394,-178,9.23,91.6,48,-0.24,3.89,0.9,-115,416,182,-499,1080,-502,"D"
"15791",15791,"eurico",1322489694,946695,"28/11/2011 14:14","no",799,-7.56,-3.39,-81.6,1,-0.14,-0.21,-1.05,-7,1,6,43,569,-428,73.4,6.87,113,33,-3.13,0.87,-0.72,-254,200,-27,-360,286,589,59.87052646,26.1923715,90.17818137,13,-0.42,0.5,0.08,34,74,103,-143,328,415,-178,9.44,70.7,46,-0.1,4.56,0.95,-20,412,190,-123,726,-349,"D"
"15806",15806,"eurico",1322489691,399385,"28/11/2011 14:14","no",800,-26.2,-2.15,-87.6,11,0.13,0.11,0.2,-23,-8,101,-11,662,-187,99.1,-43.2,3.7,28,0.95,-0.24,0.28,153,67,-219,739,-79,4,81.66269624,29.58324161,66.81239921,3,1.72,-1.08,-0.56,8,20,17,-408,264,297,177,9.84,-19.5,27,-0.24,4.74,0.41,144,106,199,580,-728,133,"D"
"15821",15821,"eurico",1322489691,834724,"28/11/2011 14:14","no",800,-0.57,0.25,-83.1,2,0,0.37,1.33,-4,-16,16,65,537,-464,69.5,-12.1,77.9,20,2.15,-0.87,0.82,-108,165,-27,155,204,602,52.13580776,94.30354482,-31.6546391,2,0.83,-0.43,0.46,13,8,-5,-559,161,176,173,13.9,-47.8,23,-0.13,-4.08,-0.31,83,-110,179,372,-728,56,"D"
"15828",15828,"eurico",1322489690,206621,"28/11/2011 14:14","no",801,13.1,-4.57,-77.9,4,0.1,-0.1,-0.43,15,12,-37,98,398,-583,76.8,15.3,112,33,1.35,-0.39,0.13,-250,176,-101,-389,305,515,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-176,19.5,20.3,36,-0.14,-3.55,-0.95,149,283,158,264,124,-232,"D"
"15830",15830,"eurico",1322489690,218775,"28/11/2011 14:14","no",801,11.9,-4.41,-78,3,0.11,-0.11,-0.44,12,2,-29,97,415,-591,77.4,16.4,116,33,1.04,-0.18,-0.13,-249,168,-115,-412,293,504,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-176,18.7,30.8,39,-0.18,-3.85,-0.67,129,322,166,188,288,-275,"D"
"15834",15834,"eurico",1322489690,318632,"28/11/2011 14:14","no",801,7.47,-3.66,-78.5,2,0.1,-0.14,-0.59,4,2,-21,97,441,-548,75.8,16.9,122,31,0.39,0.19,-0.52,-233,154,-108,-454,285,487,70.78301663,34.2221123,75.00117624,10,1.45,-0.98,-0.05,32,62,65,-253,325,377,-174,15.8,62.4,35,0.02,-3.39,-0.52,27,297,161,-180,768,-418,"D"
"15843",15843,"eurico",1322489690,754692,"28/11/2011 14:14","no",801,-7.41,-2.91,-81.7,2,-0.1,-0.22,-1.12,-6,-5,14,44,574,-416,67.2,1.4,102,29,-2.59,0.83,-0.75,-217,187,-33,-147,255,630,67.44868151,36.66684119,76.68704516,9,1.54,-0.9,0.13,31,54,60,-328,308,340,-178,1.05,122,38,-0.16,-0.58,0.33,-42,294,221,-823,1210,-560,"D"
"15848",15848,"eurico",1322489690,966659,"28/11/2011 14:14","yes",801,-14.9,-2.86,-83.8,6,-0.1,-0.19,-0.94,-17,-3,52,19,625,-321,65.9,-18,78.1,20,-3.18,0.71,-0.34,-114,157,-5,270,148,582,51.2,47.1,83.9,6,1.48,-1.04,-0.15,25,27,41,-385,293,308,-176,3.93,116,42,-0.31,1.72,0.57,-87,347,195,-782,1220,-577,"D"
"15855",15855,"eurico",1322489689,230658,"28/11/2011 14:14","no",802,-22.2,-2.43,-86.8,10,0.1,0.08,0.23,-23,-6,91,4,661,-241,86.6,-42.8,6.81,29,-0.9,-0.13,0.18,163,53,-232,738,-88,2,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-170,20.1,56,34,-0.1,2.76,0.92,127,273,142,193,252,-295,"D"
"15859",15859,"eurico",1322489689,310639,"28/11/2011 14:14","no",802,-19.7,-1.87,-86.4,8,0.06,0.13,0.59,-21,-10,77,15,648,-262,90.5,-41.7,5.7,28,0.56,-0.21,0.59,162,61,-214,733,-90,-2,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-175,20.4,29.2,31,0.29,3.64,0.71,195,184,146,422,-196,-109,"D"
"15866",15866,"eurico",1322489689,642686,"28/11/2011 14:14","no",802,-2.55,-0.17,-83.5,0,-0.03,0.24,1.3,-4,-1,-1,61,554,-446,69.4,-34.2,45.1,13,2.57,-0.58,0.57,37,115,-22,580,14,369,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,168,15.9,-53.7,23,-0.45,3.13,0.43,100,-132,157,210,-668,-18,"D"
"15879",15879,"pedro",1323095054,292322,"05/12/2011 14:24","no",826,121,25.5,-5.03,20,-0.43,-0.02,-0.44,-40,71,-173,3,584,-366,20.5,-21.6,-20.6,46,0.67,-0.45,-0.11,418,-67,-160,685,-47,-267,-22.67801,21.63039576,125.4729239,10,0.51,-0.1,-0.18,21,-22,93,494,-552,-80,-154,46.3,-134,28,0.53,-3.53,-0.56,-181,17,-210,-436,-362,152,"D"
"15887",15887,"pedro",1323095054,600398,"05/12/2011 14:24","no",826,121,25.3,-5.33,20,-0.48,-0.02,-0.51,-43,73,-172,4,588,-365,18.1,13.3,-22.8,38,2.06,-1.32,-0.23,372,0,61,719,141,134,-35.20274647,13.44946372,119.1833597,11,0.45,0.02,-0.34,14,-36,97,487,-557,-65,-149,42.9,-119,33,-0.34,1.98,0.33,-188,-106,-237,-365,-445,125,"D"
"15895",15895,"pedro",1323095054,840422,"05/12/2011 14:24","no",826,119,25.8,-6.77,18,-0.47,-0.02,-0.48,-34,68,-163,0,591,-354,2.2,42.1,-30.3,33,0.77,-0.47,-0.39,270,14,185,458,223,465,-36.76981305,20.51344049,114.4862329,9,-0.05,0.16,-0.33,17,-30,76,455,-590,-111,161,59.2,170,31,-0.22,1.81,0.54,-226,120,-171,-687,134,484,"D"
"15902",15902,"pedro",1323095051,8371,"05/12/2011 14:24","no",827,122,25.7,-5.7,20,-0.48,-0.02,-0.48,-39,70,-174,11,588,-352,64.2,51.1,1.67,36,2.06,-0.98,-0.64,315,19,158,617,195,302,-27.02333477,25.91697004,119.1723123,10,0.13,0.51,-0.59,24,-25,87,496,-562,-108,-143,38.8,-111,35,0.22,-1.65,-0.16,-57,-255,-224,-241,-543,70,"D"
"15934",15934,"pedro",1323095047,620357,"05/12/2011 14:24","no",828,121,25.5,-6.1,19,-0.42,-0.03,-0.46,-44,70,-169,7,591,-361,106,26.1,47.3,29,-0.08,-0.18,0.21,244,20,143,352,250,512,-9.446794281,27.0549763,128.343905,6,-0.22,0.22,-0.2,17,-6,61,504,-549,-114,-152,42,-125,33,-0.32,-2.67,-1.02,-90,-176,-250,-360,-461,93,"D"
"15942",15942,"pedro",1323095043,141219,"05/12/2011 14:24","no",829,121,25.2,-4.93,19,-0.42,-0.05,-0.44,-43,70,-168,8,593,-357,79.3,-40.9,16.2,40,-1.98,0.43,0.31,368,-19,131,687,87,245,3.8499528,27.28012248,129.5153528,11,0.43,-0.08,-0.08,28,4,100,536,-511,-58,167,49.7,179,29,0.35,-2.89,-0.05,-188,85,-197,-684,153,451,"D"
"15953",15953,"pedro",1323095043,452298,"05/12/2011 14:24","no",829,121,25.1,-5.1,19,-0.42,-0.02,-0.43,-40,70,-168,15,590,-361,124,-37.7,-29.9,45,0.98,-0.64,-0.51,418,-76,-131,735,-36,-151,0,20.4999976,136.5796351,11,0.43,-0.19,-0.05,21,0,101,523,-517,-38,157,56.2,162,28,-0.31,2.31,0.05,-155,155,-170,-706,253,549,"D"
"15955",15955,"pedro",1323095043,512387,"05/12/2011 14:24","no",829,121,25.2,-5.19,19,-0.43,-0.03,-0.44,-40,71,-167,14,586,-362,116,-37.7,-21.1,44,1.65,-0.85,-0.66,417,-92,-84,746,3,-76,-16.67192252,25.15670036,126.6976833,10,0.5,-0.11,-0.16,24,-16,92,531,-516,-35,146,54.2,148,29,-0.48,1.94,0.15,-170,156,-167,-717,358,602,"D"
"15965",15965,"carlitos",1323084329,164295,"05/12/2011 11:25","no",848,1.19,7.04,-93.1,3,0.08,-0.02,-0.05,-20,2,24,2,598,-310,87,-62.8,8.67,18,2.07,-0.92,0.31,95,39,-147,763,-162,139,104.6007137,5.247435631,52.16111033,4,0.13,-0.31,-0.2,2,33,19,-504,371,-20,-134,34.3,-111,29,0.34,-2.28,-0.26,-130,-161,-192,-269,-443,247,"D"
"15974",15974,"carlitos",1323084329,308468,"05/12/2011 11:25","no",848,1.07,7.54,-93.3,3,0.02,-0.02,-0.05,-21,4,22,5,606,-294,59.8,-33.5,49,14,2.36,-1.17,0.38,-35,122,-38,551,63,422,91.15704186,2.550168671,65.85543313,4,-0.06,-0.11,-0.15,1,31,24,-510,356,-6,-135,36.4,-110,27,0.64,1.96,0.39,-107,-159,-184,-305,-435,243,"D"
"15993",15993,"carlitos",1323084323,80312,"05/12/2011 11:25","no",849,1.55,7.04,-93.5,3,0.02,0,-0.02,-18,2,23,-1,605,-312,76.3,-39.5,52.4,11,-2.41,0.85,-0.48,26,78,-68,634,-45,349,125.7521856,26.74347114,15.9226893,2,0.21,0.48,-0.02,5,18,3,-501,364,-37,-152,44.4,-144,26,-0.03,2.44,0.49,-190,-12,-173,-543,-158,392,"D"
"15998",15998,"carlitos",1323084323,244406,"05/12/2011 11:25","no",849,1.6,7.16,-93.6,3,0.02,0,0.03,-20,4,18,-1,602,-304,84.5,-48,30.9,14,-2.1,0.92,-0.67,84,56,-88,743,-159,171,104.2375122,50.72522487,-13.53510363,4,0.06,0.29,-0.08,18,32,-5,-486,390,-28,-166,51.3,-170,29,-0.11,2.09,0.82,-203,90,-183,-655,79,499,"D"
"16000",16000,"carlitos",1323084323,452320,"05/12/2011 11:25","no",849,1.72,7.15,-93.6,3,0.02,0,0.02,-21,4,17,-7,605,-312,99.3,-56.7,4.7,21,-2.44,1,-0.87,111,0,-172,762,-272,15,115.9541466,34.74048268,-21.10770024,4,-0.1,-0.1,0.02,13,35,-8,-485,399,-31,177,54.1,163,31,-0.26,2.68,0.74,-172,162,-185,-692,288,581,"D"
"16001",16001,"carlitos",1323084323,460312,"05/12/2011 11:25","no",849,1.76,7.2,-93.6,3,0.02,0,0.02,-16,5,22,-3,608,-310,112,-59,-10.8,25,-2.52,0.9,-0.66,117,-6,-211,743,-286,-58,138.1144782,18.81694273,2.338474993,4,-0.14,-0.22,-0.05,8,42,1,-478,390,-35,169,53.1,150,31,0.05,2.44,0.84,-140,216,-165,-689,363,600,"D"
"16002",16002,"carlitos",1323084323,492352,"05/12/2011 11:25","no",849,1.83,7.16,-93.6,3,0.03,0,0,-20,5,20,-7,600,-316,125,-58.1,-26.9,30,-2.52,0.64,-0.34,123,-35,-266,723,-308,-128,128.7111958,24.23737626,14.45070227,4,-0.24,-0.21,0,10,40,6,-487,387,-25,163,51.7,140,35,-0.06,2.49,0.74,-146,266,-162,-674,449,615,"D"
"16015",16015,"carlitos",1323084323,992353,"05/12/2011 11:25","yes",849,1.49,7.87,-93.6,3,0.03,0.02,-0.03,-19,6,18,-1,604,-303,91.4,-58.2,25,14,2.12,-1.09,0.39,84,55,-99,742,-129,211,64.1,36.7,80,3,0,-0.18,0.07,12,20,24,-501,362,-16,-166,49.2,-175,33,-0.48,-2.71,-0.67,-206,164,-192,-665,130,506,"D"
"16026",16026,"eurico",1322489729,477586,"28/11/2011 14:15","no",1,-1.42,50.5,-81,18,1.01,-0.31,-0.77,-54,149,77,405,489,65,58.9,-14.1,54.6,17,2.54,-0.95,0.36,-49,158,-33,431,86,511,55.21173932,11.42683324,100.4225829,4,-0.29,0.16,0.05,5,23,37,-471,186,274,-137,10.4,119,35,0.71,-0.26,0.39,-160,193,239,-930,1420,-755,"E"
"16030",16030,"eurico",1322489729,726639,"28/11/2011 14:15","no",1,-12.2,56.3,-86.5,8,0.51,-0.24,-0.28,-70,-22,34,309,495,178,64.1,10.8,80.7,28,2.2,-0.72,0.82,-203,178,-28,-82,240,642,55.21173932,11.42683324,100.4225829,4,-0.31,0.16,0.05,5,23,37,-478,186,286,-144,2.94,122,35,-0.05,-0.83,-0.49,-181,216,203,-918,1400,-688,"E"
"16032",16032,"eurico",1322489729,926626,"28/11/2011 14:15","no",1,-17,57.4,-88.9,6,0.82,-0.35,-0.41,-44,-5,42,255,500,227,77.9,22.1,92.8,31,0.85,-0.9,1.46,-225,192,-83,-307,333,567,63.07459128,9.450015928,93.0730332,4,-0.31,0.16,0.07,4,25,34,-468,178,273,-154,-2.6,124,37,0.32,-0.74,-1.05,-191,218,214,-854,1290,-531,"E"
"16052",16052,"eurico",1322489730,594755,"28/11/2011 14:15","no",2,-27.9,60.3,-92.8,9,0.1,-0.03,-0.02,-69,-3,50,148,497,284,139,55.8,90.4,38,0.06,0.1,-0.23,-276,126,-216,-492,454,81,99.50380093,17.75160366,54.1054481,7,0,0.19,-0.44,12,57,35,-463,216,288,176,-18.8,137,36,-0.22,-0.31,0.31,-225,152,223,-769,955,-250,"E"
"16057",16057,"jeremy",1322673166,22756,"30/11/2011 17:12","no",3,0.75,5.82,-88.4,5,0.02,0,0.02,-14,3,49,54,643,-310,0,0,0,31,3.89,-1.65,0.13,-222,186,-88,161,325,538,52.63808023,-52.2322181,-78.40897461,29,0.35,0.14,-0.46,-142,143,-201,-528,293,111,152,-4.14,90.1,31,-0.1,0.06,-0.02,193,167,-163,-32,686,777,"E"
"16064",16064,"adelmo",1322832938,88304,"02/12/2011 13:35","no",4,137,-37,134,18,0.29,0.03,-0.52,45,41,-169,189,593,-301,-79.6,-45.2,44.7,34,2.83,-1.38,0.67,87,-138,-286,580,-37,-407,34.87642327,-30.36650943,-109.9447024,17,-0.87,0.95,1.15,-49,56,-146,-595,187,47,0,0,0,33,0.8,1.49,0.56,-265,-161,-79,-44,-698,-118,"E"
"16069",16069,"adelmo",1322832938,300347,"02/12/2011 13:35","no",4,132,-37,136,17,-0.05,0.13,-0.25,50,40,-155,189,616,-265,-26.1,-22.5,-46.2,10,4.01,-2.38,-0.07,-78,38,47,519,309,322,113.4257727,-7.354362245,-42.94508941,21,-0.93,1.7,0.44,-15,185,-85,-293,488,155,0,0,0,32,0.11,4.05,1.48,-286,119,-32,-545,-176,363,"E"
"16074",16074,"adelmo",1322832938,340359,"02/12/2011 13:35","no",4,133,-37.1,135,16,0.14,0.14,-0.15,57,40,-145,187,605,-277,-27.7,-3.63,-69.1,24,3.77,-1.75,0.3,-226,13,51,196,347,522,121.1208658,8.434374594,-34.86776507,22,-0.47,1.11,0.46,18,200,-73,-169,551,146,0,0,0,36,-0.14,4.14,0.95,-237,260,32,-686,190,624,"E"
"16085",16085,"adelmo",1322832938,828333,"02/12/2011 13:35","no",4,139,-36.7,133,17,-0.02,0.13,0.07,45,31,-153,195,593,-332,-48.1,31.4,-114,27,0.14,-0.39,0.67,-264,-49,6,-482,312,487,122.03617,25.87225762,-23.09626426,30,0.39,0,-0.33,76,279,-68,8,603,108,0,0,0,44,0.55,2.91,1.03,15,431,-37,-203,811,693,"E"
"16097",16097,"adelmo",1322832939,380305,"02/12/2011 13:35","no",5,157,-31.9,129,24,-0.03,0.08,0.07,56,35,-229,154,503,-470,-42.3,-20.2,-43.2,15,-3.6,0.4,0.75,-118,-30,78,600,113,366,103.3625646,-8.757127493,-52.84294845,20,0.93,-1.28,-0.72,-17,167,-98,-378,447,138,0,0,0,48,1.32,-0.42,0.43,29,470,-25,58,652,450,"E"
"16100",16100,"adelmo",1322832939,648321,"02/12/2011 13:35","no",5,159,-30.1,129,25,0.08,0.11,-0.03,54,53,-235,149,495,-504,-56.1,-33.4,-4.35,11,-3.48,0.43,0.95,24,-75,-77,763,-19,-73,101.1094001,-6.523188288,-55.49692649,19,0.64,-0.74,-0.34,-12,156,-97,-487,343,106,0,0,0,53,1.25,-2.22,-0.13,21,521,-21,-170,776,570,"E"
"16105",16105,"adelmo",1322832939,868292,"02/12/2011 13:35","no",5,158,-28.4,129,25,0.11,0.08,-0.2,54,45,-238,140,496,-513,-82.5,-35.6,47,34,-2.04,0.21,1.07,70,-144,-292,542,-128,-447,64.64381394,-27.79683355,-84.74385358,15,0.16,-0.26,-0.03,-41,90,-112,-526,296,69,0,0,0,53,1.19,-3.28,-0.39,-22,521,-22,-571,720,661,"E"
"16112",16112,"adelmo",1322832940,264359,"02/12/2011 13:35","no",6,150,-29.6,129,21,0.37,0.13,-0.66,53,26,-199,165,540,-423,-92.9,-34.8,55.6,38,1.7,-1.03,0.62,90,-144,-330,465,-46,-495,21.14353358,-27.75377369,-121.8422688,18,0.4,-0.42,-0.87,-47,36,-161,-611,129,38,0,0,0,26,1.4,-2.1,-0.98,-252,39,-2,-435,-346,226,"E"
"16121",16121,"adelmo",1322832940,552350,"02/12/2011 13:35","no",6,141,-32,130,19,0.29,0.1,-0.48,54,29,-179,170,596,-334,-58.6,-40.8,-6.35,16,3.76,-1.86,0.89,55,-59,-135,729,137,-16,23.44975785,-18.02187447,-127.2954878,15,-0.26,0.37,0.95,-27,35,-144,-615,110,52,0,0,0,33,1.17,0.05,0.2,-295,-127,-62,-108,-644,-39,"E"
"16127",16127,"adelmo",1322832940,748295,"02/12/2011 13:35","no",6,137,-32.6,130,17,0.06,0.14,-0.54,56,33,-156,170,608,-305,-31.2,-16.6,-56.6,10,3.63,-1.56,-0.28,-89,14,41,425,320,415,58.77840077,-41.82107743,-81.29832175,13,-1.4,1.69,1.33,-52,71,-93,-511,306,112,0,0,0,32,0.67,1.85,0.72,-307,-48,-50,-206,-587,3,"E"
"16136",16136,"adelmo",1322832941,372307,"02/12/2011 13:35","no",7,134,-42.3,142,16,0.45,0.13,0.13,37,45,-145,218,603,-310,-41.5,23.2,-107,28,0.9,-0.51,0.48,-269,-56,-23,-365,335,542,123.689572,26.57719881,-19.72879556,26,-0.02,0.63,0.02,67,241,-50,-38,597,124,0,0,0,37,-0.13,3.53,1.31,-211,282,71,-703,439,836,"E"
"16148",16148,"adelmo",1322832941,884306,"02/12/2011 13:35","no",7,138,-38.5,139,17,-0.08,0.13,0.02,62,33,-155,186,611,-355,-34.2,12.9,-90.8,25,-2.04,0.32,0.72,-230,-11,88,-53,317,591,116.9294138,18.42839993,-35.24285586,24,0.88,-0.8,-0.44,43,216,-81,-162,575,117,0,0,0,45,0.42,2.07,1.43,33,440,-8,-75,754,696,"E"
"16151",16151,"adelmo",1322832942,60303,"02/12/2011 13:35","no",8,140,-40.5,141,21,0.32,0.05,0.13,29,81,-191,196,590,-382,-33.2,-6.94,-64.2,24,-3.55,0.59,1.08,-173,19,161,375,232,508,105.0507312,3.616102771,-51.87725891,20,1.03,-1.2,-0.61,7,168,-96,-320,496,122,0,0,0,44,1,1.25,1.12,32,428,-15,69,641,532,"E"
"16159",16159,"adelmo",1322832942,472292,"02/12/2011 13:35","no",8,138,-35.2,145,20,-0.02,-0.02,-0.33,26,49,-189,165,589,-397,-70.4,-33.1,34.5,26,-3.34,1.04,1.77,0,-129,-221,616,-141,-374,73.201745,-23.34747729,-78.51503524,16,0.47,-0.42,-0.21,-36,104,-110,-532,284,75,0,0,0,51,1.62,-2.02,-0.1,50,499,-2,-182,800,654,"E"
"16173",16173,"adelmo",1322832942,964294,"02/12/2011 13:35","no",8,138,-33.3,141,18,0.59,0.42,0.15,62,44,-158,202,574,-388,-77.3,-30.2,55.2,39,2.79,-2.04,0.64,50,-175,-335,452,-169,-487,29.81320625,-32.55658653,-112.1580458,16,0.51,-0.22,-0.72,-49,45,-138,-580,186,98,0,0,0,37,1.41,-2.65,-0.62,-269,238,2,-650,54,493,"E"
"16175",16175,"adelmo",1322832943,20312,"02/12/2011 13:35","no",9,139,-36,142,17,0.75,0.35,0.18,44,32,-156,232,560,-404,-70.2,-33.7,40.1,32,3.31,-2.41,0.31,57,-137,-273,585,-121,-406,40.82396121,-34.42014666,-102.2737572,15,0.4,-0.05,-0.48,-51,60,-129,-587,181,85,0,0,0,34,1.24,-2.28,-0.74,-285,181,-1,-593,-92,415,"E"
"16182",16182,"adelmo",1322832943,184375,"02/12/2011 13:35","no",9,139,-44.2,150,19,0.95,0.11,0.31,76,34,-170,314,517,-415,-42,-36.6,-17.3,6,3.32,-2.7,0.52,41,1,-47,709,183,11,32.14178664,-19.32251539,-119.2116032,16,0.13,0.13,-0.15,-31,51,-150,-595,163,87,0,0,0,27,1.61,-1.65,-0.2,-266,-20,-16,-273,-530,54,"E"
"16183",16183,"adelmo",1322832943,188302,"02/12/2011 13:35","no",9,138,-45.1,151,20,1.01,0.06,0.28,75,38,-172,318,514,-407,-38.9,-35.4,-22.7,8,3.29,-2.54,0.28,22,23,-69,680,223,69,32.72654494,-19.66592858,-118.5125381,16,0.13,0.16,-0.05,-31,51,-147,-589,159,102,0,0,0,29,1.62,-1.62,-0.03,-278,-39,-25,-243,-563,28,"E"
